VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1FTBW9CK8N,Snohomish,Edmonds,WA,98026.0,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32.0,205969151,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061051500.0
5YJSA1CG3D,Mason,Shelton,WA,98584.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,35.0,230148530,POINT (-123.105305 47.211085),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045961101.0
1N4BZ1CV2N,Chelan,Peshastin,WA,98847.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12.0,187384494,POINT (-120.60008 47.568765),PUD NO 1 OF CHELAN COUNTY,53007960502.0
JHMZC5F15J,Snohomish,Edmonds,WA,98020.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,21.0,235317512,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050300.0
1G1FZ6S02P,Kittitas,Ellensburg,WA,98926.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13.0,244108168,POINT (-120.544475 46.994),BONNEVILLE POWER ADMINISTRATION||CITY OF ELLENSBURG - (WA),53037975500.0
WBY1Z4C51F,Pierce,University Place,WA,98466.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,28.0,252406682,POINT (-122.537565 47.231645),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072309.0
5YJ3E1EB8L,Snohomish,Bothell,WA,98021.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,1.0,107466229,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051918.0
5YJ3E1EB6L,Benton,Richland,WA,99354.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,8.0,111905433,POINT (-119.28753 46.29747),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010203.0
JTJAAAAB9P,Pierce,Tacoma,WA,98407.0,2023,LEXUS,RZ 450E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27.0,240019076,POINT (-122.5113356 47.2923828),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060800.0
1G1FW6S0XP,Pierce,Tacoma,WA,98402.0,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27.0,233739698,POINT (-122.44131 47.25207),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061602.0
7SAXCAE54N,Snohomish,Bothell,WA,98021.0,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,220252448,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051926.0
7SAYGDEE1P,King,Seattle,WA,98107.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,224495078,POINT (-122.378895 47.66905),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004701.0
5YJYGDED2M,King,Kent,WA,98031.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33.0,144389920,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029305.0
5YJ3E1EB7N,King,Woodinville,WA,98072.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,218183927,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032327.0
1G1FX6S07H,San Juan,Friday Harbor,WA,98250.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,40.0,230738357,POINT (-123.0219704 48.5316467),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960301.0
JN1AZ0CP2C,Whitman,Pullman,WA,99163.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,9.0,233481370,POINT (-117.17912 46.730885),AVISTA CORP,53075000601.0
7FCTGAAA3N,King,Seattle,WA,98121.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,228249752,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201.0
5YJSA1E20J,Whatcom,Bellingham,WA,98229.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,40.0,216840977,POINT (-122.4569227 48.7470973),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000808.0
5YJ3E1EA0P,King,Seattle,WA,98117.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,230141957,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500.0
KL8CK6S08F,Franklin,Pasco,WA,99301.0,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,9.0,122773584,POINT (-119.0982 46.232395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020605.0
5YJSA1S29F,Pierce,Bonney Lake,WA,98391.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,31.0,106537021,POINT (-122.183805 47.18062),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070312.0
5YJSA1S1XF,King,Kent,WA,98032.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,33.0,2875428,POINT (-122.235475 47.3809),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029701.0
1G1FZ6S06P,Skagit,Anacortes,WA,98221.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,224390022,POINT (-122.615305 48.501275),PUGET SOUND ENERGY INC,53057940403.0
YV4BC0PKXG,Snohomish,Edmonds,WA,98020.0,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,21.0,184979413,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050300.0
5YJYGDEE6L,Benton,Kennewick,WA,99336.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,8.0,179643649,POINT (-119.113535 46.204945),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005011100.0
5YJ3E1EB6K,Snohomish,Brier,WA,98036.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1.0,111709041,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051913.0
KM8KRDAF8P,King,Redmond,WA,98053.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,228601782,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
5YJ3E1EA1P,King,Seattle,WA,98115.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43.0,250965382,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003602.0
5YJSA1E2XM,Pierce,Gig Harbor,WA,98335.0,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,133752832,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072405.0
KNDC3DLC5N,Spokane,Spokane,WA,99223.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,6.0,211861121,POINT (-117.369705 47.62637),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013300.0
7SAYGDEF1N,Chelan,Manson,WA,98831.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12.0,207134518,POINT (-120.1531 47.885505),PUD NO 1 OF CHELAN COUNTY,53007960400.0
7SAXCBE68P,Pierce,Bonney Lake,WA,98391.0,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,31.0,236335515,POINT (-122.183805 47.18062),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070313.0
WBY1Z4C5XE,King,Seattle,WA,98101.0,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,43.0,228007279,POINT (-122.33589 47.61099),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008101.0
WBA8E1C5XG,Snohomish,Edmonds,WA,98026.0,2016,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,43700,21.0,109244726,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050404.0
1G1RD6E44C,Kitsap,Silverdale,WA,98315.0,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,23.0,109938629,POINT (-122.7061052 47.68848),PUGET SOUND ENERGY INC,53035090300.0
5YJYGDEF2L,King,Sammamish,WA,98075.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,41.0,104149258,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218.0
5YJ3E1EB4K,King,Kenmore,WA,98028.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,46.0,211150194,POINT (-122.2504747 47.7617128),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600.0
JTMCB3FV6M,King,Redmond,WA,98053.0,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,45.0,182447681,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328.0
7SAYGDEE9P,Snohomish,Lake Stevens,WA,98258.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44.0,230021711,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052606.0
5YJ3E1EB1N,Spokane,Spokane,WA,99208.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,6.0,202158757,POINT (-117.40725 47.718625),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010604.0
WVGKMPE23M,Thurston,Olympia,WA,98513.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2.0,170962284,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067012332.0
5YJ3E1EA9P,King,Kent,WA,98031.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47.0,236551969,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029504.0
1N4BZ1DV7N,Kitsap,Bremerton,WA,98312.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35.0,195071894,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091400.0
5YJ3E1EB1K,King,Maple Valley,WA,98038.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,5.0,190169983,POINT (-122.05191 47.357985),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032003.0
5YJYGDEE7M,King,Kirkland,WA,98033.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,141573736,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006.0
5YJ3E1EB9M,Pierce,Lakewood,WA,98498.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,28.0,175359901,POINT (-122.547645 47.176685),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072105.0
SADHD2S17K,Island,Coupeville,WA,98239.0,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,10.0,112763038,POINT (-122.6880708 48.2179983),PUGET SOUND ENERGY INC,53029971000.0
5YJ3E1EA4M,Pierce,Joint Base Lewis Mcchord,WA,98433.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,28.0,244421712,POINT (-122.596275 47.097005),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072907.0
YV4H60DX2P,Snohomish,Edmonds,WA,98026.0,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,32.0,218284559,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050402.0
WMZYU7C59K,Spokane,Spokane,WA,99203.0,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36900,6.0,475013661,POINT (-117.425265 47.635365),MODERN ELECTRIC WATER COMPANY,53063004702.0
WVGGNPE20M,Spokane,Spokane,WA,99203.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,3.0,199550319,POINT (-117.425265 47.635365),MODERN ELECTRIC WATER COMPANY,53063004100.0
7SAYGDEF8P,King,Bellevue,WA,98006.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,241736498,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905.0
7SAYGDEE7P,Snohomish,Lynnwood,WA,98087.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,249863547,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061041703.0
3FMTK3SS9P,Pierce,Tacoma,WA,98465.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,28.0,249919890,POINT (-122.53569 47.249445),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061001.0
1N4AZ0CP7F,Snohomish,Mukilteo,WA,98275.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21.0,189349219,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061041901.0
7SAYGDEE0P,Whatcom,Bellingham,WA,98229.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,224154164,POINT (-122.4569227 48.7470973),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000809.0
JN1AF0BA2P,Pierce,Gig Harbor,WA,98335.0,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,249929137,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072406.0
5YJ3E1EA5P,Yakima,Zillah,WA,98953.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15.0,244636619,POINT (-120.26034 46.404935),PACIFICORP,53077002201.0
7SAYGDEE9N,King,Bellevue,WA,98027.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,207256808,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025008.0
WBY1Z4C56G,Spokane,Spokane,WA,99206.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,4.0,347403892,POINT (-117.2459114 47.6525293),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063012402.0
5YJ3E1EA1M,King,Seattle,WA,98121.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,200584611,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007202.0
3MW39FS00P,Thurston,Tumwater,WA,98501.0,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,22.0,227407890,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011821.0
1C4RJYD68P,Pierce,Puyallup,WA,98372.0,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,25.0,244428782,POINT (-122.28718 47.190465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940010.0
5YJ3E1EA6M,King,Redmond,WA,98053.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,161554424,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328.0
1FADP5CU8G,King,Seattle,WA,98105.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,43.0,292522709,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004302.0
5YJ3E1EC2P,Island,Langley,WA,98260.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10.0,235042034,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029971900.0
1G1FY6S03K,Whatcom,Ferndale,WA,98248.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,42.0,176219396,POINT (-122.6011039 48.85324),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010503.0
1G1RB6S57H,Snohomish,Monroe,WA,98272.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,39.0,252116119,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052207.0
1N4AZ1BV8P,Snohomish,Edmonds,WA,98026.0,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32.0,238859764,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050900.0
5YJ3E1EC3P,King,Seattle,WA,98115.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46.0,240563879,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002100.0
WBY1Z2C5XF,Clark,Camas,WA,98607.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,18.0,208144436,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),53011040605.0
WA1L2BFZ2N,Benton,Richland,WA,99352.0,2022,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,8.0,220646590,POINT (-119.2952071 46.272495),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010810.0
5YJSA1CN0D,King,Bellevue,WA,98004.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,48.0,229951186,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0
WVWKP7AU0G,Pierce,Tacoma,WA,98444.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,29.0,8813472,POINT (-122.43827 47.153995),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053063402.0
5YJ3E1EA0K,Snohomish,Mukilteo,WA,98275.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21.0,171979013,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001.0
JTMABABA2P,Kittitas,Cle Elum,WA,98922.0,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13.0,228508129,POINT (-120.938305 47.195355),PUGET SOUND ENERGY INC,53037975201.0
1FTBW9CK2P,Spokane,Spokane,WA,99202.0,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,4.0,237752910,POINT (-117.383045 47.661935),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063012200.0
5YJ3E1EB6J,Skamania,Stevenson,WA,98648.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14.0,201017253,POINT (-121.8849392 45.6980854),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,53059950200.0
LPSED3KA4N,Pierce,Gig Harbor,WA,98332.0,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,213716688,POINT (-122.589645 47.342345),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072504.0
KNDC34LAXP,Pierce,Graham,WA,98338.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2.0,252492278,POINT (-122.2953401 47.0763961),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073116.0
KNDRMDLH6P,Snohomish,Stanwood,WA,98292.0,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,10.0,230444476,POINT (-122.3684051 48.2414921),PUGET SOUND ENERGY INC,53061053202.0
5YJYGDEE4M,Snohomish,Mukilteo,WA,98275.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,148865265,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001.0
JTDKN3DP8C,Franklin,Pasco,WA,99301.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,16.0,113239871,POINT (-119.0982 46.232395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020101.0
7PDSGABA6P,Pierce,Gig Harbor,WA,98335.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,244429307,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072408.0
JHMZC5F17J,Thurston,Tumwater,WA,98501.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,22.0,152374204,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010801.0
1G1RD6S5XH,Snohomish,Marysville,WA,98270.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,38.0,224665290,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052904.0
5YJYGAEE6M,Kitsap,Poulsbo,WA,98370.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23.0,150326977,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035940100.0
5YJ3E1EA5L,King,Seattle,WA,98055.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,37.0,233725096,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026004.0
YV4BR0CL2K,Pierce,Gig Harbor,WA,98335.0,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,26.0,215044980,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072405.0
1C4JJXR68P,King,Kent,WA,98042.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,5.0,224147696,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031601.0
1V2FMPE80P,Clark,Camas,WA,98607.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18.0,233132476,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041328.0
JA4T5VA90P,Thurston,Tumwater,WA,98501.0,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22.0,234915215,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010801.0
5YJSA1E18H,King,Maple Valley,WA,98038.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,5.0,228174467,POINT (-122.05191 47.357985),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032003.0
5YJ3E1EA6M,King,Issaquah,WA,98029.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,157731402,POINT (-121.999595 47.547635),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220.0
5YJ3E1EB0J,Pend Oreille,Newport,WA,99156.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,7.0,172838417,POINT (-117.049135 48.181095),PUD NO 1 OF PEND OREILLE COUNTY,53051970500.0
