VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EA7P,Grant,Quincy,WA,98848.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13.0,230027101,POINT (-119.8508676 47.2335835),PUD NO 2 OF GRANT COUNTY,53025010500.0
1C4JJXR69P,Snohomish,Lynnwood,WA,98037.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,32.0,241372358,POINT (-122.297265 47.84182),PUGET SOUND ENERGY INC,53061051802.0
WBY1Z4C56F,Snohomish,Mill Creek,WA,98012.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,44.0,255538944,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061052008.0
7SAYGDEE2P,King,Clyde Hill,WA,98004.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48.0,238635092,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100.0
5YJSA1E54M,Whatcom,Blaine,WA,98230.0,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42.0,171125433,POINT (-122.74499 48.99505),CITY OF BLAINE - (WA)||PUD NO 1 OF WHATCOM COUNTY,53073010405.0
1N4AZ0CPXD,Franklin,Pasco,WA,99301.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,9.0,255759598,POINT (-119.0982 46.232395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020606.0
5YJ3E1EB0J,Skagit,Anacortes,WA,98221.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40.0,474119978,POINT (-122.615305 48.501275),PUGET SOUND ENERGY INC,53057940201.0
7SAXCBE6XN,King,Bellevue,WA,98004.0,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,208248260,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002.0
1N4BZ0CP3G,King,Issaquah,WA,98027.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,5.0,7935861,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032102.0
3FA6P0PU2H,Thurston,Olympia,WA,98501.0,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,35.0,475169061,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011722.0
5YJ3E1EA4J,King,Seattle,WA,98121.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,36.0,474652125,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008004.0
1N4BZ1CP9K,King,Issaquah,WA,98027.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,5.0,108916811,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032102.0
JHMZC5F35J,Thurston,Olympia,WA,98501.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,22.0,236382968,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400.0
7SAYGDEE6P,Pierce,Lakewood,WA,98498.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,28.0,221279628,POINT (-122.547645 47.176685),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072108.0
5YJ3E1EB7M,Clark,Camas,WA,98607.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18.0,241540498,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041328.0
5YJ3E1EA7N,Snohomish,Mountlake Terrace,WA,98043.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,204948257,POINT (-122.30842 47.78416),PUGET SOUND ENERGY INC,53061051100.0
7SAYGDEE9P,Pierce,Puyallup,WA,98374.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,25.0,245762058,POINT (-122.275748 47.1395924),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073122.0
WBY1Z4C57F,Grays Harbor,Hoquiam,WA,98550.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,24.0,200299543,POINT (-123.8868787 46.9805308),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027001400.0
7SAYGDEF6P,Pend Oreille,Newport,WA,99156.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,7.0,233380948,POINT (-117.049135 48.181095),PUD NO 1 OF PEND OREILLE COUNTY,53051970500.0
2C4RC1H79J,Snohomish,Woodinville,WA,98072.0,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,1.0,289783805,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC,53061051926.0
5YJ3E1EA6J,Spokane,Colbert,WA,99005.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,7.0,254068167,POINT (-117.4015511 47.8159901),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,53063010305.0
WBY7Z6C55J,King,Bellevue,WA,98006.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,41.0,199528899,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007.0
5YJYGDEE1L,King,Kent,WA,98030.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,47.0,123269982,POINT (-122.199755 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029508.0
7SAYGDEE9P,King,Carnation,WA,98014.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,232604081,POINT (-121.9105947 47.6483005),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032500.0
KNDCC3LD8J,King,Seattle,WA,98104.0,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,43.0,475388812,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102.0
5YJ3E1EB1K,Spokane,Spokane,WA,99223.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,6.0,196580695,POINT (-117.369705 47.62637),MODERN ELECTRIC WATER COMPANY,53063004900.0
5YJSA1AG9D,King,Sammamish,WA,98074.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45.0,215795177,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215.0
WA1BCBFZ3P,Spokane,Spokane Valley,WA,99212.0,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,4.0,244149202,POINT (-117.288055 47.68043),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063012100.0
JN1AZ0CP6B,Franklin,Pasco,WA,99301.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,9.0,149735015,POINT (-119.0982 46.232395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020605.0
1N4BZ1CV0M,Pierce,Tacoma,WA,98405.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27.0,198571397,POINT (-122.45153 47.251135),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061100.0
JN1AZ0CP0B,King,Seattle,WA,98124.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,11.0,165560762,POINT (-122.329075 47.581125),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300.0
KM8K23AG1N,Chelan,Wenatchee,WA,98801.0,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12.0,175499831,POINT (-120.32009 47.42255),PUD NO 1 OF CHELAN COUNTY,53007961101.0
3FMTK3SU8M,Kitsap,Bremerton,WA,98312.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35.0,151678089,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080900.0
5YJSA1E26H,King,Renton,WA,98059.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,11.0,109693146,POINT (-122.15734 47.487175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025104.0
5YJYGDEE7M,King,Seattle,WA,98107.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43.0,138644796,POINT (-122.378895 47.66905),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800.0
7SAYGDEE7P,Okanogan,Twisp,WA,98856.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12.0,244919055,POINT (-120.12477 48.365635),"OKANOGAN COUNTY ELEC COOP, INC",53047971000.0
5YJSA1E27G,King,Covington,WA,98042.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,47.0,207321551,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032007.0
5YJ3E1EB9P,King,Seattle,WA,98121.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43.0,225863095,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007302.0
5YJSA1E41H,Pierce,Tacoma,WA,98422.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,27.0,244572471,POINT (-122.38578 47.28971),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940002.0
1FMCU0KZ6N,Pierce,Gig Harbor,WA,98335.0,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,26.0,219143011,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072407.0
5YJSA1E25H,Snohomish,Stanwood,WA,98292.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,10.0,259794195,POINT (-122.3684051 48.2414921),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053301.0
5YJXCBE29J,King,Auburn,WA,98001.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,47.0,474572206,POINT (-122.2849393 47.3384055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029901.0
3FMTK3SU8N,Pend Oreille,Newport,WA,99156.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,7.0,227218771,POINT (-117.049135 48.181095),PUD NO 1 OF PEND OREILLE COUNTY,53051970400.0
WA13ABGE2P,King,Renton,WA,98059.0,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11.0,228418004,POINT (-122.15734 47.487175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031913.0
3FA6P0SU9L,Mason,Belfair,WA,98528.0,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,35.0,109710114,POINT (-122.8551647 47.4495785),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960401.0
5YJSA1E50N,Pierce,Gig Harbor,WA,98335.0,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,190478620,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072406.0
1G1FY6S01M,Douglas,East Wenatchee,WA,98802.0,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12.0,141997215,POINT (-120.28619 47.417755),PUD NO 1 OF DOUGLAS COUNTY,53017950600.0
1N4AZ1CPXL,King,Seattle,WA,98118.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,37.0,144286628,POINT (-122.28339 47.549285),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011700.0
5YJ3E1EB0K,King,Bellevue,WA,98005.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,48.0,476967340,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603.0
7SAYGDEE6N,Pierce,South Hill,WA,98375.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2.0,192476798,POINT (-122.3085456 47.1042426),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073126.0
2C4RC1N78L,Pierce,Tacoma,WA,98404.0,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,27.0,154288249,POINT (-122.4096963 47.2174975),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053062000.0
JN1AF0BA7P,Snohomish,Snohomish,WA,98296.0,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44.0,249630006,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061041609.0
1C4JJXP67M,King,Seattle,WA,98122.0,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,43.0,185924637,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008402.0
5YJ3E1EB4N,Snohomish,Lynnwood,WA,98036.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32.0,203245661,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051402.0
1N4BZ1DV2M,Whatcom,Bellingham,WA,98225.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,161240677,POINT (-122.486115 48.761615),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001102.0
1FTVW1EL4N,Klickitat,Goldendale,WA,98620.0,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14.0,220025900,POINT (-120.82557 45.821475),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,53039950103.0
1G1FW6S0XP,Spokane,Spokane,WA,99202.0,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,3.0,236378271,POINT (-117.383045 47.661935),MODERN ELECTRIC WATER COMPANY,53063014500.0
5YJSA1E47J,King,Issaquah,WA,98029.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,5.0,114506353,POINT (-121.999595 47.547635),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220.0
WBY1Z4C56F,Clark,Vancouver,WA,98682.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,17.0,180481773,POINT (-122.5146473 45.67862),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040604.0
KM8KNDAF3P,Skagit,Mount Vernon,WA,98274.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10.0,225887161,POINT (-122.32284 48.41653),PUGET SOUND ENERGY INC,53057952600.0
7SAYGAEE3N,King,Sammamish,WA,98074.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,208593542,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.0
7SAYGDEEXP,Snohomish,Lynnwood,WA,98087.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,224194036,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061041703.0
WP0AD2A79F,Snohomish,Snohomish,WA,98296.0,2015,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,0,44.0,8026693,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052119.0
1G1FZ6S08K,Island,Langley,WA,98260.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,10.0,171701813,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029972000.0
1FADP5CU2E,Douglas,Orondo,WA,98843.0,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,12.0,7097450,POINT (-120.19487 47.704215),PUD NO 1 OF DOUGLAS COUNTY,53017950101.0
7SAYGDEF2N,Thurston,Lacey,WA,98516.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22.0,193618603,POINT (-122.7510253 47.08149),PUGET SOUND ENERGY INC,53067012226.0
1N4AZ1CP9J,Pierce,Graham,WA,98338.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,28.0,337461211,POINT (-122.2953401 47.0763961),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073115.0
5YJXCBE29J,King,Kirkland,WA,98033.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,48.0,140851889,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604.0
7SAYGDEE4P,King,Kirkland,WA,98033.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48.0,224380950,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502.0
5YJ3E1EB9K,Pierce,Edgewood,WA,98372.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,31.0,152465120,POINT (-122.28718 47.190465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073502.0
7SAYGDEE2P,Whitman,Pullman,WA,99163.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9.0,228514681,POINT (-117.17912 46.730885),AVISTA CORP,53075000400.0
3FMTK3SU3P,Pierce,Gig Harbor,WA,98335.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,230050887,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072407.0
1G1FZ6S09N,Mason,Belfair,WA,98528.0,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35.0,170961682,POINT (-122.8551647 47.4495785),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960402.0
1N4CZ1CV6P,Whatcom,Bellingham,WA,98229.0,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,218902351,POINT (-122.4569227 48.7470973),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000808.0
7SAYGDEE3P,King,Newcastle,WA,98059.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,227293671,POINT (-122.15734 47.487175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005.0
2C4RC1S73M,Spokane,Spokane,WA,99217.0,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,4.0,151388373,POINT (-117.35609 47.68401),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063011302.0
1G1RH6E4XE,Pierce,Edgewood,WA,98371.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,31.0,276550165,POINT (-122.299155 47.19178),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940009.0
2C4RC1H71L,Snohomish,Everett,WA,98203.0,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,38.0,128822683,POINT (-122.213105 47.95479),PUGET SOUND ENERGY INC,53061041304.0
1G1RD6E45D,Mason,Hoodsport,WA,98548.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,35.0,222113496,POINT (-123.2021319 47.4168231),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960201.0
WVGGNPE29M,San Juan,Eastsound,WA,98245.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,202836259,POINT (-122.907229 48.7016716),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960103.0
1FT6W1EV4P,King,Redmond,WA,98053.0,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,238848354,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328.0
1G1FW6S0XH,Pierce,Tacoma,WA,98409.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,29.0,225777898,POINT (-122.47913 47.2198),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053062902.0
7SAXCBE58N,Chelan,Chelan,WA,98816.0,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12.0,217290804,POINT (-120.015875 47.839895),PUD NO 1 OF CHELAN COUNTY,53007960303.0
1N4AZ0CP6E,Island,Greenbank,WA,98253.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,10.0,193599094,POINT (-122.6084879 48.0755577),PUGET SOUND ENERGY INC,53029971302.0
JN1AZ0CP7B,Whatcom,Bellingham,WA,98225.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,42.0,128174098,POINT (-122.486115 48.761615),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000501.0
1G1RC6S53J,Benton,Kennewick,WA,99337.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,8.0,251328871,POINT (-119.14533 46.187395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005011402.0
